partNumber,resourceType,section,issueType,severity,problem,recommendation,fixSource,affectsLaunch
76,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
76,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 2 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
76,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
76,report,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
77,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
77,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
77,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 4 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
77,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
77,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
77,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
78,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
78,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
78,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
78,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
78,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 2 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
78,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
78,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
78,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
79,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
79,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
79,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
79,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
79,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 2 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
79,facts,caution/authenticity note,caution_note_buried,low,Authenticity warning or scholarly caution language is present but rendered as regular paragraph text.,"Style as a muted gold callout with label ""Authenticity Note"" or ""Scholarly Caution"". Renderer improvement.",renderer,false
79,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
79,report,caution/authenticity note,caution_note_buried,low,Authenticity warning or scholarly caution language is present but rendered as regular paragraph text.,"Style as a muted gold callout with label ""Authenticity Note"" or ""Scholarly Caution"". Renderer improvement.",renderer,false
79,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
79,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
80,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
80,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"4 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
80,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
80,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 5 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
80,facts,caution/authenticity note,caution_note_buried,low,Authenticity warning or scholarly caution language is present but rendered as regular paragraph text.,"Style as a muted gold callout with label ""Authenticity Note"" or ""Scholarly Caution"". Renderer improvement.",renderer,false
80,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
80,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
80,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
81,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
81,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
81,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
81,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
81,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
81,facts,name notes,name_notes_mixed_in_list,low,"2 ""was called / name was"" notes are scattered inline with lineage or body text.","Group into a ""Name Notes"" or ""Also Known As"" callout section for easier scanning.",both,false
81,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 7 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
81,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
81,report,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
81,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
81,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
82,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
82,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
82,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
82,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
82,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 3 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
82,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
82,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
82,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
83,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
83,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
83,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
83,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
83,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
83,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 4 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
83,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
83,report,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
83,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
83,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
84,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
84,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
84,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
84,briefing,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
84,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
84,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
84,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 5 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
84,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
84,report,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
84,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
85,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
85,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
85,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 4 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
85,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
85,report,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
86,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
86,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
86,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 3 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
86,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
86,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
87,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
87,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 2 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
87,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
87,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
88,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
88,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
88,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
88,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
88,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
88,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 4 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
88,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
88,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
88,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
89,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
89,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
89,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
89,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
89,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 3 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
89,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
89,report,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
89,report,name notes,name_notes_mixed_in_list,low,"2 ""was called / name was"" notes are scattered inline with lineage or body text.","Group into a ""Name Notes"" or ""Also Known As"" callout section for easier scanning.",both,false
89,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
90,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
90,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
90,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
90,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
90,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 2 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
90,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
90,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
91,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
91,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
91,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
91,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
91,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 6 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
91,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
91,report,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
91,report,name notes,name_notes_mixed_in_list,low,"2 ""was called / name was"" notes are scattered inline with lineage or body text.","Group into a ""Name Notes"" or ""Also Known As"" callout section for easier scanning.",both,false
91,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
91,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
92,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
92,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
92,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
92,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 1 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
92,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
92,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
92,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
93,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
93,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
93,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 2 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
93,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
93,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
94,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
94,briefing,name notes,name_notes_mixed_in_list,low,"2 ""was called / name was"" notes are scattered inline with lineage or body text.","Group into a ""Name Notes"" or ""Also Known As"" callout section for easier scanning.",both,false
94,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
94,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
94,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
95,briefing,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
95,briefing,name notes,name_notes_mixed_in_list,low,"2 ""was called / name was"" notes are scattered inline with lineage or body text.","Group into a ""Name Notes"" or ""Also Known As"" callout section for easier scanning.",both,false
95,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
95,briefing,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
95,facts,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
95,facts,name notes,name_notes_mixed_in_list,low,"2 ""was called / name was"" notes are scattered inline with lineage or body text.","Group into a ""Name Notes"" or ""Also Known As"" callout section for easier scanning.",both,false
95,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 8 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
95,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
95,report,(throughout),encoding_corruption,medium,Text contains garbled/corrupted characters (possible UTF-8 encoding issue in source file).,Re-save source file as UTF-8 without BOM. Check for Windows-1252 encoding artifacts.,source_content,false
95,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
96,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
96,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
96,briefing,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
96,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
96,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 1 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
96,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
97,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
